,,,,Price
,,,,mean
City,Latitude,Longitude,Zip_Code,
Fultondale,33.60569103200004,-86.75777999999997,35217,53300.0
Gallant,33.520680000000034,-86.81175999999995,35146,198500.0
Gardendale,33.520680000000034,-86.81175999999995,35071,375786.75257731957
Gardendale,33.60569103200004,-86.75777999999997,35217,165900.0
Gardendale,33.619365957663256,-86.87422180553509,35117,300000.0
Graysville,33.520680000000034,-86.81175999999995,35073,49218.42105263158
Graysville,33.57232400000004,-86.89077649999996,35214,47000.0
Harpersville,33.520680000000034,-86.81175999999995,35078,273218.4210526316
Hayden,33.520680000000034,-86.81175999999995,35079,161491.93548387097
Hayden,33.520680000000034,-86.81175999999995,35180,457450.0
Helena,33.410996423715034,-86.90210606951142,35022,3641525.806451613
Helena,33.520680000000034,-86.81175999999995,35080,378719.38144329895
Helena,33.520680000000034,-86.81175999999995,35111,444900.0
Homewood,33.393362800000034,-86.85278759999994,35226,379900.0
Homewood,33.417701400000055,-86.78756219999997,35216,680950.0
Homewood,33.46438500000005,-86.82058040299995,35209,520898.85555555555
Hoover,33.35210467400003,-86.84716887799999,35244,764193.4536082475
Hoover,33.393362800000034,-86.85278759999994,35226,580051.2988505748
Hoover,33.39727620000008,-86.68311079999997,35242,1192647.619047619
Hoover,33.410996423715034,-86.90210606951142,35022,394633.3333333333
Hoover,33.417701400000055,-86.78756219999997,35216,321900.0
Hoover,33.520680000000034,-86.81175999999995,35080,412449.5
Hoover,33.565800000000024,-86.71309499999997,35206,327900.0
Hueytown,33.469838066241785,-86.97306427774134,35023,164174.0
Indian Springs Village,33.308437600000055,-86.74208769999996,35124,1470246.6666666667
Indian Springs Village,33.39727620000008,-86.68311079999997,35242,2499000.0
Irondale,33.49131200000005,-86.72123859999995,35223,62428.42857142857
Irondale,33.54713730000003,-86.67295219999994,35210,318831.5714285714
Jasper,33.520680000000034,-86.81175999999995,35503,161700.0
Jasper,33.520680000000034,-86.81175999999995,35504,279965.7894736842
Jasper,33.844960818452016,-87.27365619329937,35501,1711422.2222222222
Jemison,33.520680000000034,-86.81175999999995,35085,240967.56756756757
Kimberly,33.520680000000034,-86.81175999999995,35071,245000.0
Kimberly,33.520680000000034,-86.81175999999995,35091,264163.8
Lake View,33.520680000000034,-86.81175999999995,35111,259760.0
Lakeview,33.520680000000034,-86.81175999999995,35006,23500.0
Lakeview,33.520680000000034,-86.81175999999995,35111,262000.0
Lawley,33.520680000000034,-86.81175999999995,36793,196950.0
Leeds,33.515555449090165,-86.62182657871547,35094,254919.2
Leeds,33.520680000000034,-86.81175999999995,35004,1410000.0
Leeds,33.520680000000034,-86.81175999999995,35128,250000.0
Leeds,33.54713730000003,-86.67295219999994,35210,264900.0
Lipscomb,33.44012731247806,-86.93374787180235,35020,65000.0
Locust Fork,33.520680000000034,-86.81175999999995,35049,140000.0
Locust Fork,33.520680000000034,-86.81175999999995,35097,97250.0
Maplesville,33.520680000000034,-86.81175999999995,36750,122313.04347826086
Marbury,33.520680000000034,-86.81175999999995,36091,42000.0
Margaret,33.520680000000034,-86.81175999999995,35120,189673.125
Maylene,33.520680000000034,-86.81175999999995,35007,179900.0
Maylene,33.520680000000034,-86.81175999999995,35114,226888.23529411765
McCalla,33.410996423715034,-86.90210606951142,35022,316666.6666666667
McCalla,33.44012731247806,-86.93374787180235,35020,290191.5714285714
McCalla,33.461235000000045,-86.86026499999996,35211,60000.0
McCalla,33.520680000000034,-86.81175999999995,35111,347757.13333333336
Midfield,33.442182600000024,-86.92437479999997,35228,43225.64102564102
Minor,33.512904500000054,-86.92607539999996,35224,107900.0
Montevallo,33.07789343695876,-86.87718007058812,35115,200288.94949494948
Montevallo,33.520680000000034,-86.81175999999995,35007,321300.0
Moody,33.515555449090165,-86.62182657871547,35094,524000.0
Moody,33.520680000000034,-86.81175999999995,35004,281775.9387755102
Morris,33.520680000000034,-86.81175999999995,35116,245923.68421052632
Mount Olive,33.619365957663256,-86.87422180553509,35117,180867.02272727274
Mountain Brook,33.417701400000055,-86.78756219999997,35216,369900.0
Mountain Brook,33.441190000000056,-86.73712575699993,35243,910862.5
Mountain Brook,33.49131200000005,-86.72123859999995,35223,769025.119047619
Mountain Brook,33.507393300000054,-86.74032389999996,35213,973871.84375
Mountain Brook,33.54713730000003,-86.67295219999994,35210,449000.0
Mulga,33.532384585062516,-86.99675362257753,35118,73675.0
Nauvoo,33.520680000000034,-86.81175999999995,35578,37521.42857142857
New Castle,33.60569103200004,-86.75777999999997,35217,6000.0
Oak Grove,33.469838066241785,-86.97306427774134,35023,199966.66666666666
Oak Grove,33.532384585062516,-86.99675362257753,35118,114900.0
Odenville,33.520680000000034,-86.81175999999995,35120,320122.05494505493
Odenville,33.520680000000034,-86.81175999999995,35125,28900.0
Oneonta,33.520680000000034,-86.81175999999995,35121,277587.8585858586
Parrish,33.520680000000034,-86.81175999999995,35580,53100.0
Pelham,33.308437600000055,-86.74208769999996,35124,437972.5
Pelham,33.520680000000034,-86.81175999999995,35043,397266.6666666667
Pell City,33.520680000000034,-86.81175999999995,35125,274661.48148148146
Pell City,33.520680000000034,-86.81175999999995,35128,252170.0918367347
Pinson,33.67726577594485,-86.68162124818123,35126,207913.83157894737
Pleasant Grove,33.471071935354836,-86.97418531214586,35127,121832.5
Pleasant Grove,33.60569103200004,-86.75777999999997,35217,169900.0
Quinton,33.59788829852978,-87.10614843084541,35130,83893.75
Ragland,33.520680000000034,-86.81175999999995,35131,268953.8461538461
Ragland,33.520680000000034,-86.81175999999995,35953,24000.0
Randolph,33.520680000000034,-86.81175999999995,36792,239900.0
Remlap,33.520680000000034,-86.81175999999995,35133,185219.03846153847
Riverside,33.520680000000034,-86.81175999999995,35135,215627.75
Shelby,33.520680000000034,-86.81175999999995,35143,193972.09302325582
Springville,33.520680000000034,-86.81175999999995,35146,303925.0918367347
Steele,33.520680000000034,-86.81175999999995,35987,150950.0
Sterrett,33.520680000000034,-86.81175999999995,35147,241195.54347826086
Sumiton,33.520680000000034,-86.81175999999995,35148,149400.0
Sylvan Springs,33.532384585062516,-86.99675362257753,35118,65100.0
Tarrant,33.60569103200004,-86.75777999999997,35217,46087.5
Thorsby,33.520680000000034,-86.81175999999995,35171,149608.0
Trafford,33.520680000000034,-86.81175999999995,35172,120050.0
Trussville,33.56890329357493,-86.61662759175537,35173,599843.5454545454
Trussville,33.623185000000035,-86.64953499999996,35235,432225.0
Vandiver,33.520680000000034,-86.81175999999995,35176,592316.5
Verbena,33.520680000000034,-86.81175999999995,36091,218560.60606060605
Vestavia Hills,33.393362800000034,-86.85278759999994,35226,456210.0
Vestavia Hills,33.39727620000008,-86.68311079999997,35242,973828.5714285715
Vestavia Hills,33.417701400000055,-86.78756219999997,35216,616700.0
Vestavia Hills,33.441190000000056,-86.73712575699993,35243,608894.3661971831
Vestavia Hills,33.49131200000005,-86.72123859999995,35223,612175.0
Vestavia Hills,33.67726577594485,-86.68162124818123,35126,349900.0
Vincent,33.520680000000034,-86.81175999999995,35078,175000.0
Vincent,33.520680000000034,-86.81175999999995,35178,205021.16417910447
Warrior,33.520680000000034,-86.81175999999995,35180,203407.88659793814
West Blocton,33.520680000000034,-86.81175999999995,35184,90752.5
Westover,33.520680000000034,-86.81175999999995,35078,850000.0
Westover,33.520680000000034,-86.81175999999995,35147,298833.3333333333
Westover,33.520680000000034,-86.81175999999995,35186,204900.0
Wilsonville,33.520680000000034,-86.81175999999995,35051,324900.0
Wilsonville,33.520680000000034,-86.81175999999995,35186,178830.08450704225
Wilsonville,33.520680000000034,-86.81175999999995,35187,383345.0
Woodstock,33.520680000000034,-86.81175999999995,35111,1400000.0
Woodstock,33.520680000000034,-86.81175999999995,35188,187625.0
