Unnamed: 0,City,Latitude,Longitude,Zip_Code,Avg_Price,Cluster_Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,Price_Categories,Cluster_Category
179,Sylvan Springs,33.532384585062516,-86.99675362257753,35118,65100.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
180,Tarrant,33.60569103200004,-86.75777999999997,35217,46087.5,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
181,Thorsby,33.520680000000034,-86.81175999999996,35171,149608.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
182,Trafford,33.520680000000034,-86.81175999999996,35172,120050.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
183,Trussville,33.56890329357493,-86.61662759175537,35173,599843.55,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
184,Trussville,33.623185000000035,-86.64953499999996,35235,432225.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
185,Vandiver,33.520680000000034,-86.81175999999996,35176,592316.5,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
186,Verbena,33.520680000000034,-86.81175999999996,36091,218560.61,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
187,Vestavia Hills,33.393362800000034,-86.85278759999994,35226,456210.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
188,Vestavia Hills,33.39727620000008,-86.68311079999997,35242,973828.57,1,Theater,Bar,American Restaurant,Lounge,Hotel,Average level,Hotels and Social Venues
189,Vestavia Hills,33.417701400000055,-86.78756219999997,35216,616700.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
190,Vestavia Hills,33.441190000000056,-86.73712575699993,35243,608894.37,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
191,Vestavia Hills,33.49131200000005,-86.72123859999996,35223,612175.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
192,Vestavia Hills,33.67726577594485,-86.68162124818123,35126,349900.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
193,Vincent,33.520680000000034,-86.81175999999996,35078,175000.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
194,Vincent,33.520680000000034,-86.81175999999996,35178,205021.16,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
195,Warrior,33.520680000000034,-86.81175999999996,35180,203407.89,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
196,West Blocton,33.520680000000034,-86.81175999999996,35184,90752.5,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
197,Westover,33.520680000000034,-86.81175999999996,35078,850000.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Average level,Hotels and Social Venues
198,Westover,33.520680000000034,-86.81175999999996,35147,298833.33,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
199,Westover,33.520680000000034,-86.81175999999996,35186,204900.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
200,Wilsonville,33.520680000000034,-86.81175999999996,35051,324900.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
201,Wilsonville,33.520680000000034,-86.81175999999996,35186,178830.08,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
202,Wilsonville,33.520680000000034,-86.81175999999996,35187,383345.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
203,Woodstock,33.520680000000034,-86.81175999999996,35111,1400000.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Average level,Hotels and Social Venues
204,Woodstock,33.520680000000034,-86.81175999999996,35188,187625.0,1,Theater,Bar,American Restaurant,Lounge,Hotel,Low level,Hotels and Social Venues
