City,Zip_Code,Price
"""Clanton""",35045,166500
"""Clanton""",35045,159900
"""Clanton""",35045,159900
"""Clanton""",35045,151900
"""Clanton""",35045,150000
"""Clanton""",35045,149900
"""Clanton""",35045,149900
"""Clanton""",35045,147900
"""Clanton""",35045,146500
"""Clanton""",35045,146500
"""Clanton""",35045,146500
"""Clanton""",35045,135000
"""Clanton""",35045,129900
"""Clanton""",35045,125000
"""Clanton""",35045,124900
"""Clanton""",35045,122900
"""Clanton""",35045,114900
"""Clanton""",35045,100000
"""Clanton""",35045,99000
"""Clanton""",35045,99000
"""Clanton""",35045,99000
"""Clanton""",35045,97000
"""Clanton""",35045,94900
"""Clanton""",35045,94500
"""Clanton""",35045,92900
"""Clanton""",35045,91000
"""Clanton""",35045,90000
"""Clanton""",35045,89900
"""Clanton""",35045,85100
"""Clanton""",35045,82500
"""Clanton""",35045,80000
"""Clanton""",35045,79800
"""Clanton""",35045,69000
"""Clanton""",35045,63000
"""Clanton""",35045,59900
"""Clanton""",35045,50000
"""Clanton""",35045,50000
"""Clanton""",35045,42000
"""Clanton""",35045,38500
"""Clanton""",35045,38000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,35000
"""Clanton""",35045,34900
"""Clanton""",35045,34500
"""Clanton""",35045,33500
"""Clanton""",35045,33500
"""Clanton""",35045,30000
"""Clanton""",35045,28000
"""Clanton""",35045,27000
"""Clanton""",35045,26000
"""Clanton""",35045,25000
"""Clanton""",35045,25000
"""Clanton""",35045,24900
"""Clanton""",35045,24900
"""Clanton""",35045,24000
"""Clanton""",35046,3500000
"""Clanton""",35046,1250000
"""Clanton""",35046,898800
"""Clanton""",35046,513000
"""Clanton""",35046,489900
"""Clanton""",35046,380000
"""Clanton""",35046,374900
"""Clanton""",35046,374900
"""Clanton""",35046,355000
"""Clanton""",35046,349900
"""Clanton""",35046,289900
"""Clanton""",35046,247800
"""Clanton""",35046,239900
"""Clanton""",35046,229900
"""Clanton""",35046,220000
"""Clanton""",35046,185000
"""Clanton""",35046,179900
"""Clanton""",35046,169900
"""Clanton""",35046,166900
"""Clanton""",35046,159900
"""Clanton""",35046,149900
"""Clanton""",35046,139900
"""Clanton""",35046,116000
"""Clanton""",35046,110000
"""Clanton""",35046,100000
"""Clanton""",35046,99500
"""Clanton""",35046,99500
"""Clanton""",35046,98500
"""Clanton""",35046,95000
"""Clanton""",35046,91640
"""Clanton""",35046,90000
"""Clanton""",35046,88000
"""Clanton""",35046,85200
"""Clanton""",35046,85000
"""Clanton""",35046,84900
"""Clanton""",35046,84900
"""Clanton""",35046,79900
"""Clanton""",35046,79900
"""Clanton""",35046,79900
"""Clanton""",35046,79900
"""Clanton""",35046,76000
"""Clanton""",35046,75000
"""Clanton""",35046,72000
"""Clanton""",35046,72000
"""Clanton""",35046,72000
"""Clanton""",35046,68000
"""Clanton""",35046,68000
"""Clanton""",35046,68000
"""Clanton""",35046,60000
"""Clanton""",35046,59900
"""Clanton""",35046,59500
"""Clanton""",35046,55000
"""Clanton""",35046,52000
"""Clanton""",35046,49600
"""Clanton""",35046,48000
"""Clanton""",35046,48000
"""Clanton""",35046,47900
"""Clanton""",35046,45000
"""Clanton""",35046,44900
"""Clanton""",35046,44000
"""Clanton""",35046,42000
"""Clanton""",35046,38500
"""Clanton""",35046,35000
"""Clanton""",35046,33800
"""Clanton""",35046,33800
"""Clanton""",35046,33800
"""Clanton""",35046,27500
"""Clanton""",35046,15900
"""Clanton""",35046,14500
"""Clanton""",35046,14500
"""Clanton""",35046,14000
"""Clanton""",35046,12500
"""Clanton""",35046,11500
"""Cleveland""",35049,399900
"""Cleveland""",35049,284900
"""Cleveland""",35049,189900
"""Cleveland""",35049,179900
"""Cleveland""",35049,165000
"""Cleveland""",35049,150000
"""Cleveland""",35049,149900
"""Locust Fork""",35049,140000
"""Cleveland""",35049,130000
