,City,American Restaurant,Art Museum,Asian Restaurant,Bakery,Bar,Beer Garden,Brazilian Restaurant,Burger Joint,Business Service,Café,Cocktail Bar,Coffee Shop,Concert Hall,Deli / Bodega,Diner,Food Court,French Restaurant,Fried Chicken Joint,Gastropub,German Restaurant,Gym,Hawaiian Restaurant,History Museum,Hot Dog Joint,Hotel,Italian Restaurant,Lounge,Mediterranean Restaurant,Mexican Restaurant,Music Venue,New American Restaurant,Park,Ramen Restaurant,Sandwich Place,Science Museum,Snack Place,Southern / Soul Food Restaurant,Speakeasy,Theater,Wine Bar,Wings Joint,Price
10,Brighton,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.043192656906308545
11,Brookwood,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.16301480258336415
12,Cahaba Heights,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.04248731519053245
13,Calera,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.2958014213993708
14,Carbon Hill,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.09947645363586452
15,Center Point,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.3904295192664028
16,Centreville,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.0684575957923645
17,Chelsea,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.06309347868940975
18,Chula Vista,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.11139390614289556
19,Clanton,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.0163953843795072
20,Clay,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.007822363264943349
21,Cleveland,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.03906119202824264
22,Columbiana,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.1734317456595059
23,Cordova,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.025453864346659662
24,Cropwell,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.022399400625060503
25,Docena,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.13139422364201644
26,Dolomite,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.08313634129087266
27,Dora,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.02157902670482134
28,Empire,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.02824546257143947
29,Fairfield,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.15307266075801482
30,Fultondale,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.07805267899294309
31,Gallant,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.015515544728616002
32,Gardendale,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.18514177806568743
33,Graysville,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.06896551724137931,0.017241379310344827,0.017241379310344827,0.4519780777231189
